"Numero.Coleccion","Fecha.prueba","Viables","Sin.tincion","Vacias","Infestadas","Fecha.coleccion","Longitud.gd","Latitud.gd","Altitud.m","Longitud.tallo.cm","Dias.entre.colecta.y.prueba","grupo.fenotipico"
"1","2-nov-21",0,11,46,0,"10-ago-21",-74.1872,4.24437,3546,76,84,"Espeletia.complejo.sinbracteas"
"2","2-nov-21",0,5,45,0,"11-ago-21",-74.16421,4.20756,3610,130,83,"Espeletia.complejo.sinbracteas"
"3","2-nov-21",0,0,50,0,"11-ago-21",-74.17687,4.20602,3586,154,83,"Espeletia.complejo.sinbracteas"
"4","2-nov-21",0,0,50,0,"11-ago-21",-74.17949,4.20494,3617,147,83,"Espeletia.complejo.sinbracteas"
"5","2-nov-21",0,13,37,0,"11-ago-21",-74.18264,4.21664,3639,86,83,"Espeletia.complejo.sinbracteas"
"15","2-nov-21",0,0,52,1,"12-ago-21",-74.18102,4.28184,3792,86,82,"Espeletia.complejo.sinbracteas"
"17","2-nov-21",0,0,55,0,"13-ago-21",-74.1982,4.28272,3701,66,81,"Espeletia.complejo.sinbracteas"
"23","2-nov-21",0,7,52,0,"18-ago-21",-74.23887,4.19445,3917,106,76,"Espeletia.summapacis"
"35","2-nov-21",15,5,30,0,"20-ago-21",-74.20068,4.27821,3755,81,74,"Espeletia.killipii"
"101","2-nov-21",1,1,48,0,"11-ago-21",-74.17371,4.22761,3516,96,83,"Espeletia.complejo.sinbracteas"
"102","2-nov-21",1,3,46,0,"11-ago-21",-74.16997,4.22552,3425,25,83,"Espeletia.argentea"
"103","2-nov-21",0,0,50,0,"11-ago-21",-74.16537,4.22013,3507,72,83,"Espeletia.complejo.sinbracteas"
"104","2-nov-21",0,1,49,0,"11-ago-21",-74.16533,4.21978,3503,66,83,"Espeletia.complejo.grandiflora"
"117","2-nov-21",3,1,45,1,"12-ago-21",-74.18325,4.28312,3795,84,82,"Espeletia.killipii"
"118","2-nov-21",0,3,47,0,"12-ago-21",-74.18397,4.28293,3809,102,82,"Espeletia.killipii"
"121","2-nov-21",0,12,38,0,"12-ago-21",-74.18903,4.28018,3769,60,82,"Espeletia.killipii"
"128","2-nov-21",19,6,15,0,"19-ago-21",-74.2665,4.21573,3610,150.5,75,"Espeletia.complejo.sinbracteas"
"130","2-nov-21",4,2,44,0,"19-ago-21",-74.24709,4.21291,3705,112,75,"Espeletia.killipii"
"133","2-nov-21",0,1,49,0,"20-ago-21",-74.21786,4.28562,3875,129,74,"Espeletia.killipii"
"135","2-nov-21",4,5,41,0,"20-ago-21",-74.21868,4.28325,3872,46,74,"Espeletia.complejo.sinbracteas"
"136","2-nov-21",21,5,24,0,"20-ago-21",-74.21773,4.2831,3863,49,74,"Espeletia.complejo.sinbracteas"
"137","2-nov-21",1,1,19,0,"20-ago-21",-74.21178,4.30696,3798,49,74,"Espeletia.complejo.sinbracteas"
"138","2-nov-21",2,2,46,0,"20-ago-21",-74.21192,4.30666,3803,58,74,"Espeletia.complejo.sinbracteas"
"201","2-nov-21",6,4,40,0,"11-ago-21",-74.26257,4.18745,3733,131,83,"Espeletia.complejo.grandiflora"
"215","2-nov-21",8,2,36,0,"11-ago-21",-74.28961,4.20025,3622,106,83,"Espeletia.complejo.sinbracteas"
"221","2-nov-21",22,0,28,0,"11-ago-21",-74.29506,4.21249,3516,82,83,"Espeletia.complejo.sinbracteas"
"228","2-nov-21",1,0,49,0,"1-sep-21",-74.25558,4.02015,3982,160,62,"Espeletia.summapacis"
"229","2-nov-21",0,3,47,0,"1-sep-21",-74.25992,4.02481,4031,73,62,"Espeletia.complejo.grandiflora"
"230","2-nov-21",6,1,42,1,"2-sep-21",-74.25323,4.03762,4011,55,61,"Espeletia.complejo.grandiflora"
"231","2-nov-21",2,4,44,0,"2-sep-21",-74.25307,4.03777,4019,155,61,"Espeletia.summapacis"
"301","2-nov-21",12,1,37,0,"11-ago-21",-74.25632,4.20194,3849,122,83,"Espeletia.complejo.grandiflora"
"302","2-nov-21",1,2,47,0,"11-ago-21",-74.25714,4.20166,3844,93,83,"Espeletia.miradorensis"
"303","2-nov-21",1,2,36,1,"11-ago-21",-74.258,4.20222,3881,102.5,83,"Espeletia.killipii"
"304","2-nov-21",4,5,41,0,"11-ago-21",-74.26372,4.20098,3881,51.5,83,"Espeletia.complejo.grandiflora"
"305","2-nov-21",9,3,38,0,"11-ago-21",-74.26398,4.20016,3871,80.5,83,"Espeletia.complejo.grandiflora"
"306","2-nov-21",0,1,59,0,"11-ago-21",-74.26363,4.19559,3800,90.4,83,"Espeletia.killipii"
"321","2-nov-21",16,10,23,1,"31-ago-21",-74.26602,4.04137,3933,67,63,"Espeletia.complejo.sinbracteas"
"328","2-nov-21",3,4,43,0,"1-sep-21",-74.26109,4.03287,4135,59,62,"Espeletia.complejo.grandiflora"
"329","2-nov-21",6,4,40,0,"1-sep-21",-74.26192,4.03384,4118,164,62,"Espeletia.summapacis"
"9","10-mar-22",0,2,48,0,"12-ago-21",-74.18775,4.29287,3837,42,210,"Espeletia.complejo.sinbracteas"
"10","10-mar-22",20,6,19,0,"12-ago-21",-74.18378,4.29495,3785,161,210,"Espeletia.killipii"
"22","10-mar-22",6,7,37,0,"18-ago-21",-74.23849,4.19753,3896,68,204,"Espeletia.complejo.grandiflora"
"28","10-mar-22",2,1,46,1,"19-ago-21",-74.24709,4.21168,3698,38,203,"Espeletia.killipii"
"30","10-mar-22",20,5,24,1,"19-ago-21",-74.23053,4.18344,3520,87,203,"Espeletia.complejo.grandiflora"
"43","10-mar-22",12,1,37,0,"9-sep-21",-74.33479,3.83374,3858,107,182,"Espeletia.complejo.sinbracteas"
"45","10-mar-22",19,8,23,0,"9-sep-21",-74.35633,3.84894,3515,81,182,"Espeletia.complejo.sinbracteas"
"107","10-mar-22",0,1,49,0,"11-ago-21",-74.17538,4.21195,3528,84,211,"Espeletia.complejo.grandiflora"
"108","10-mar-22",1,2,47,0,"11-ago-21",-74.17609,4.21255,3520,58,211,"Espeletia.complejo.grandiflora"
"110","10-mar-22",0,4,46,0,"11-ago-21",-74.17622,4.21522,3514,84,211,"Espeletia.complejo.sinbracteas"
"111","10-mar-22",0,11,35,0,"11-ago-21",-74.17415,4.21778,3466,81,211,"Espeletia.complejo.grandiflora"
"123","10-mar-22",5,0,40,0,"18-ago-21",-74.23619,4.19976,3905,122,204,"Espeletia.complejo.grandiflora"
"124","10-mar-22",0,0,50,0,"18-ago-21",-74.23885,4.19768,3890,110,204,"Espeletia.killipii"
"156","10-mar-22",15,1,34,0,"9-sep-21",-74.35706,3.81647,3784,72,182,"Espeletia.complejo.sinbracteas"
"209","10-mar-22",1,1,48,0,"11-ago-21",-74.27802,4.19023,3808,69,211,"Espeletia.summapacis"
"210","10-mar-22",8,2,40,0,"11-ago-21",-74.27641,4.1892,3839,61,211,"Espeletia.complejo.grandiflora"
"217","10-mar-22",0,0,100,0,"11-ago-21",-74.29028,4.20025,3641,75,211,"Espeletia.killipii"
"226","10-mar-22",2,0,48,0,"1-sep-21",-74.2559,4.02357,3976,74,190,"Espeletia.summapacis"
"234","10-mar-22",4,0,46,0,"2-sep-21",-74.26192,4.04174,3855,50,189,"Espeletia.complejo.sinbracteas"
"237","10-mar-22",31,3,16,0,"2-sep-21",-74.26399,4.04755,3785,65,189,"Espeletia.complejo.sinbracteas"
"309","10-mar-22",10,8,32,0,"12-ago-21",-74.28848,4.21249,3583,125.3,210,"Espeletia.complejo.sinbracteas"
"317","10-mar-22",7,15,28,0,"12-ago-21",-74.25547,4.21531,3675,132,210,"Espeletia.complejo.sinbracteas"
"322","10-mar-22",7,11,26,0,"31-ago-21",-74.26746,4.0408,3966,66,191,"Espeletia.miradorensis"
"325","10-mar-22",9,0,41,0,"1-sep-21",-74.25096,4.02354,4024,99,190,"Espeletia.complejo.grandiflora"
"326","10-mar-22",10,2,38,0,"1-sep-21",-74.24854,4.01818,4031,172,190,"Espeletia.summapacis"
"327","10-mar-22",18,2,30,0,"1-sep-21",-74.24833,4.01901,4031,84,190,"Espeletia.complejo.grandiflora"
"7","4-abr-22",7,5,35,0,"12-ago-21",-74.1896,4.2926,3833,64,235,"Espeletia.complejo.sinbracteas"
"8","4-abr-22",0,7,40,0,"12-ago-21",-74.18886,4.29258,3841,88,235,"Espeletia.complejo.sinbracteas"
"11","4-abr-22",0,3,47,0,"12-ago-21",-74.16931,4.294,3708,52,235,"Espeletia.complejo.sinbracteas"
"14","4-abr-22",0,4,46,0,"12-ago-21",-74.17493,4.28425,3767,62,235,"Espeletia.complejo.sinbracteas"
"19","4-abr-22",0,22,24,0,"18-ago-21",-74.23107,4.20539,3776,120,229,"Espeletia.complejo.sinbracteas"
"25","4-abr-22",4,2,42,0,"19-ago-21",-74.24812,4.2123,3698,74.6,228,"Espeletia.complejo.sinbracteas"
"26","4-abr-22",0,1,45,0,"19-ago-21",-74.24802,4.21226,3696,108,228,"Espeletia.killipii"
"27","4-abr-22",0,0,50,0,"19-ago-21",-74.24697,4.21231,3701,87,228,"Espeletia.complejo.sinbracteas"
"31","4-abr-22",5,7,38,0,"19-ago-21",-74.23092,4.18374,3621,98,228,"Espeletia.complejo.grandiflora"
"33","4-abr-22",18,6,22,0,"20-ago-21",-74.20076,4.22316,3791,131,227,"Espeletia.complejo.grandiflora"
"38","4-abr-22",1,6,36,0,"7-sep-21",-74.43333,3.80612,3761,115,209,"Espeletia.complejo.sinbracteas"
"42","4-abr-22",6,4,40,0,"9-sep-21",-74.34464,3.82606,3906,81,207,"Espeletia.complejo.sinbracteas"
"47","4-abr-22",19,6,26,0,"25-oct-21",-74.30619,4.04409,3572,35,161,"Espeletia.argentea"
"50","4-abr-22",1,1,45,1,"25-oct-21",-74.2897,4.07009,3746,96,161,"Espeletia.miradorensis"
"57","4-abr-22",3,5,39,0,"26-oct-21",-74.26922,4.05983,4034,161,160,"Espeletia.summapacis"
"109","4-abr-22",0,6,44,0,"11-ago-21",-74.17622,4.21498,3512,72,236,"Espeletia.complejo.grandiflora"
"112","4-abr-22",0,2,48,0,"11-ago-21",-74.17376,4.2153,3462,85,236,"Espeletia.complejo.sinbracteas"
"113","4-abr-22",0,1,49,0,"12-ago-21",-74.18107,4.28235,3779,93,235,"Espeletia.complejo.sinbracteas"
"114","4-abr-22",0,1,49,0,"12-ago-21",-74.18145,4.28234,3782,144,235,"Espeletia.killipii"
"115","4-abr-22",3,5,42,0,"12-ago-21",-74.18234,4.28263,3787,113,235,"Espeletia.killipii"
"116","4-abr-22",3,3,44,0,"12-ago-21",-74.18269,4.28238,3791,27,235,"Espeletia.complejo.sinbracteas"
"119","4-abr-22",1,0,49,0,"12-ago-21",-74.1848,4.28227,3788,40,235,"Espeletia.complejo.sinbracteas"
"127","4-abr-22",0,1,49,0,"18-ago-21",-74.25278,4.19536,3756,86,229,"Espeletia.complejo.grandiflora"
"129","4-abr-22",2,0,48,0,"19-ago-21",-74.25272,4.20776,3829,91,228,"Espeletia.complejo.sinbracteas"
"134","4-abr-22",0,30,25,0,"20-ago-21",-74.22112,4.2828,3910,53,227,"Espeletia.complejo.sinbracteas"
"139","4-abr-22",0,2,47,0,"20-ago-21",-74.21277,4.30545,3823,42,227,"Espeletia.complejo.sinbracteas"
"145","4-abr-22",17,19,14,0,"8-sep-21",-74.42381,3.82553,3770,92,208,"Espeletia.miradorensis"
"146","4-abr-22",5,1,32,1,"8-sep-21",-74.3327,3.8259,3943,58,208,"Espeletia.complejo.grandiflora"
"204","4-abr-22",4,9,36,0,"11-ago-21",-74.26446,4.18253,3683,82,236,"Espeletia.complejo.grandiflora"
"205","4-abr-22",0,0,50,0,"11-ago-21",-74.26522,4.18258,3687,76,236,"Espeletia.complejo.sinbracteas"
"207","4-abr-22",0,0,50,0,"11-ago-21",-74.27823,4.18192,3646,137,236,"Espeletia.complejo.sinbracteas"
"208","4-abr-22",2,2,46,0,"11-ago-21",-74.27809,4.18314,3685,109,236,"Espeletia.killipii"
"211","4-abr-22",14,5,33,0,"11-ago-21",-74.26919,4.19091,3798,51,236,"Espeletia.complejo.grandiflora"
"212","4-abr-22",1,32,16,3,"11-ago-21",-74.29082,4.20211,3651,44,236,"Espeletia.complejo.sinbracteas"
"213","4-abr-22",1,0,49,0,"11-ago-21",-74.28943,4.20262,3673,36,236,"Espeletia.killipii"
"214","4-abr-22",2,2,41,0,"11-ago-21",-74.28957,4.20022,3623,111,236,"Espeletia.complejo.sinbracteas"
"218","4-abr-22",8,13,22,0,"11-ago-21",-74.29356,4.19904,3619,93,236,"Espeletia.complejo.sinbracteas"
"219","4-abr-22",8,4,38,0,"11-ago-21",-74.29957,4.20037,3544,129,236,"Espeletia.cabrerensis"
"220","4-abr-22",6,4,40,0,"11-ago-21",-74.29546,4.20414,3588,141,236,"Espeletia.killipii"
"222","4-abr-22",15,9,15,0,"11-ago-21",-74.29295,4.21878,3475,96,236,"Espeletia.complejo.sinbracteas"
"223","4-abr-22",3,3,44,0,"31-ago-21",-74.25521,4.05352,4107,104,216,"Espeletia.complejo.grandiflora"
"225","4-abr-22",4,3,39,0,"31-ago-21",-74.2508,4.04225,3959,39.5,216,"Espeletia.complejo.grandiflora"
"227","4-abr-22",7,1,39,0,"1-sep-21",-74.25585,4.02359,3976,107,215,"Espeletia.summapacis"
"232","4-abr-22",12,3,35,0,"2-sep-21",-74.25785,4.03654,3914,68,214,"Espeletia.complejo.grandiflora"
"233","4-abr-22",14,1,32,0,"2-sep-21",-74.26197,4.04192,3854,71,214,"Espeletia.complejo.sinbracteas"
"235","4-abr-22",4,0,43,0,"2-sep-21",-74.26223,4.04578,3839,72,214,"Espeletia.complejo.sinbracteas"
"236","4-abr-22",5,11,29,0,"2-sep-21",-74.26147,4.04756,3795,51,214,"Espeletia.complejo.sinbracteas"
"239","4-abr-22",11,3,36,0,"7-sep-21",-74.44699,3.8307,3696,117,209,"Espeletia.complejo.sinbracteas"
"249","4-abr-22",11,3,37,0,"9-sep-21",-74.33604,3.81425,4067,64,207,"Espeletia.complejo.grandiflora"
"250","4-abr-22",0,0,50,0,"9-sep-21",-74.33594,3.81413,4083,68,207,"Espeletia.summapacis"
"307","4-abr-22",0,1,49,0,"12-ago-21",-74.28613,4.21836,3574,141.2,235,"Espeletia.killipii"
"308","4-abr-22",12,13,24,0,"12-ago-21",-74.28681,4.2174,3583,116.2,235,"Espeletia.complejo.sinbracteas"
"311","4-abr-22",3,13,30,1,"12-ago-21",-74.29058,4.20965,3600,132,235,"Espeletia.killipii"
"312","4-abr-22",0,28,12,0,"12-ago-21",-74.28187,4.20634,3672,152,235,"Espeletia.killipii"
"313","4-abr-22",19,5,26,0,"12-ago-21",-74.28169,4.20659,3672,105,235,"Espeletia.complejo.sinbracteas"
"314","4-abr-22",2,0,48,0,"12-ago-21",-74.28398,4.20262,3713,76.8,235,"Espeletia.killipii"
"315","4-abr-22",7,6,37,0,"12-ago-21",-74.27713,4.19958,3825,42.5,235,"Espeletia.complejo.grandiflora"
"316","4-abr-22",17,13,16,0,"12-ago-21",-74.27059,4.19817,3895,52.5,235,"Espeletia.complejo.grandiflora"
"323","4-abr-22",29,4,17,0,"1-sep-21",-74.25885,4.03757,3902,160,215,"Espeletia.complejo.grandiflora"
"330","4-abr-22",2,5,40,0,"1-sep-21",-74.26588,4.0355,3993,51,215,"Espeletia.complejo.sinbracteas"
"331","4-abr-22",9,3,37,1,"1-sep-21",-74.2706,4.03783,3921,59,215,"Espeletia.complejo.sinbracteas"
"332","4-abr-22",3,0,47,0,"1-sep-21",-74.27174,4.03966,3903,146,215,"Espeletia.complejo.sinbracteas"
"41","17-ago-22",1,0,49,0,"7-sep-21",-74.42467,3.80334,3645,79,344,"Espeletia.complejo.sinbracteas"
"44","17-ago-22",0,2,48,0,"9-sep-21",-74.33495,3.83666,3910,42,342,"Espeletia.summapacis"
"51","17-ago-22",1,1,43,0,"26-oct-21",-74.27006,4.05745,3995,153,295,"Espeletia.summapacis"
"54","17-ago-22",0,2,48,0,"26-oct-21",-74.26915,4.0567,4003,88,295,"Espeletia.summapacis"
"55","17-ago-22",1,5,34,0,"26-oct-21",-74.26767,4.05834,4055,60,295,"Espeletia.complejo.grandiflora"
"59","17-ago-22",1,3,36,0,"27-oct-21",-74.17661,4.20623,3574,36,294,"Espeletia.argentea"
"62","17-ago-22",8,11,20,0,"28-oct-21",-74.40417,3.8583,3399,9,293,"Espeletia.argentea"
"69","22-mar-22",1,0,99,0,"14-feb-22",-74.24062,4.21196,3739,189,36,"Espeletia.killipii"
"72","17-ago-22",0,1,49,0,"15-feb-22",-74.25035,4.20815,3753,71,183,"Espeletia.complejo.sinbracteas"
